geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
5903,RANBP2,0.58,0.62,1.00,"Enzyme modulator",DTO_05007584,110,111
5906,RAP1A,0.50,0.81,0.62,"Enzyme modulator",DTO_05007584,215,145
5913,RAPSN,0.59,0.73,0.00,NULL,NULL,121,80
5914,RARA,0.47,0.85,0.96,"Nuclear receptor",DTO_00102000,274,733
5915,RARB,0.48,0.85,1.00,"Nuclear receptor",DTO_00102000,254,291
5919,RARRES2,0.52,0.73,0.00,NULL,NULL,180,185
5920,PLAAT4,0.50,0.81,0.00,NULL,NULL,190,320
5921,RASA1,0.48,0.89,1.00,"Enzyme modulator",DTO_05007584,237,292
5923,RASGRF1,0.54,0.77,1.00,"Enzyme modulator",DTO_05007584,124,144
5925,RB1,0.44,0.89,1.00,"Nucleic acid binding",DTO_05007557,339,581
5934,RBL2,0.58,0.77,1.00,"Nucleic acid binding",DTO_05007557,89,106
5947,RBP1,0.57,0.73,0.00,NULL,NULL,103,64
5950,RBP4,0.49,0.81,0.52,Transporter,DTO_05007405,217,231
5956,OPN1LW,0.50,0.81,0.98,"G-protein coupled receptor",DTO_02300001,197,231
5961,PRPH2,0.55,0.50,0.12,NULL,NULL,152,157
5962,RDX,0.59,0.62,0.85,"Cellular structure",DTO_05007530,80,69
5966,REL,0.58,0.69,1.00,"Transcription factor",DTO_05007542,90,100
5967,REG1A,0.47,0.85,0.00,NULL,NULL,264,345
5970,RELA,0.41,0.89,1.00,"Transcription factor",DTO_05007542,483,685
5972,REN,0.37,0.92,0.00,Enzyme,DTO_05007624,721,2637
5973,RENBP,0.53,0.77,0.45,Enzyme,DTO_05007624,156,173
5978,REST,0.54,0.81,0.99,"Transcription factor",DTO_05007542,178,178
5979,RET,0.39,0.89,1.00,Kinase,DTO_03300101,607,2307
5981,RFC1,0.54,0.81,0.97,NULL,NULL,144,145
5987,TRIM27,0.57,0.81,1.00,NULL,NULL,90,80
5997,RGS2,0.56,0.77,0.00,"Enzyme modulator",DTO_05007584,109,88
5999,RGS4,0.62,0.58,0.00,"Enzyme modulator",DTO_05007584,64,93
6007,RHD,0.61,0.65,0.00,NULL,NULL,67,108
6010,RHO,0.53,0.77,0.00,"G-protein coupled receptor",DTO_02300001,178,429
6014,RIT2,0.65,0.54,0.00,"Enzyme modulator",DTO_05007584,46,108
6016,RIT1,0.53,0.81,0.13,"Enzyme modulator",DTO_05007584,184,58
6023,RMRP,0.52,0.73,NULL,NULL,NULL,239,130
6035,RNASE1,0.60,0.69,0.03,NULL,NULL,68,62
6037,RNASE3,0.49,0.81,NULL,NULL,NULL,207,257
6041,RNASEL,0.58,0.69,0.00,Kinase,DTO_03300101,85,134
6046,BRD2,0.45,0.81,1.00,"Epigenetic regulator",DTO_05007378,303,501
6050,RNH1,0.57,0.73,0.00,"Transcription factor",DTO_05007542,90,85
6060,RNU1-4,0.63,0.58,NULL,NULL,NULL,56,61
6091,ROBO1,0.54,0.73,0.00,NULL,NULL,144,111
6093,ROCK1,0.51,0.73,1.00,Kinase,DTO_03300101,157,247
6094,ROM1,0.58,0.65,0.00,NULL,NULL,117,89
6095,RORA,0.53,0.81,0.40,"Nuclear receptor",DTO_00102000,158,117
6097,RORC,0.58,0.77,1.00,"Nuclear receptor",DTO_00102000,88,78
6098,ROS1,0.44,0.89,0.00,Kinase,DTO_03300101,356,834
6103,RPGR,0.54,0.69,1.00,NULL,NULL,167,214
6120,RPE,0.58,0.54,0.00,NULL,NULL,90,134
6121,RPE65,0.42,0.81,0.00,Enzyme,DTO_05007624,431,705
6134,RPL10,0.57,0.73,0.91,"Nucleic acid binding",DTO_05007557,116,55
6139,RPL17,0.56,0.73,0.92,NULL,NULL,104,117
6194,RPS6,0.55,0.69,0.98,"Nucleic acid binding",DTO_05007557,117,95
6195,RPS6KA1,0.62,0.65,0.00,Kinase,DTO_03300101,68,60
6197,RPS6KA3,0.49,0.85,1.00,Kinase,DTO_03300101,315,153
6198,RPS6KB1,0.51,0.73,0.97,Kinase,DTO_03300101,169,192
6208,RPS14,0.63,0.50,0.90,"Nucleic acid binding",DTO_05007557,67,50
6223,RPS19,0.48,0.85,0.92,"Nucleic acid binding",DTO_05007557,256,351
6232,RPS27,0.58,0.77,0.76,"Nucleic acid binding",DTO_05007557,104,93
6233,RPS27A,0.62,0.81,0.92,"Nucleic acid binding",DTO_05007557,59,52
6237,RRAS,0.54,0.81,0.00,"Enzyme modulator",DTO_05007584,149,87
6239,RREB1,0.50,0.81,1.00,NULL,NULL,227,82
6240,RRM1,0.55,0.69,1.00,Enzyme,DTO_05007624,111,150
6241,RRM2,0.56,0.77,0.30,Enzyme,DTO_05007624,101,115
6247,RS1,0.69,0.50,0.96,Enzyme,DTO_05007624,43,122
6256,RXRA,0.54,0.77,1.00,"Nuclear receptor",DTO_00102000,132,105
6261,RYR1,0.49,0.81,0.00,"Ion channel",DTO_01300327,320,401
6262,RYR2,0.54,0.62,1.00,"Ion channel",DTO_01300327,160,358
6271,S100A1,0.42,0.85,0.01,"Calcium-binding protein",DTO_05007616,396,501
6272,SORT1,0.57,0.62,1.00,Transporter,DTO_05007405,111,129
6273,S100A2,0.60,0.58,0.00,"Calcium-binding protein",DTO_05007616,72,56
6275,S100A4,0.45,0.77,0.01,"Calcium-binding protein",DTO_05007616,308,516
6277,S100A6,0.51,0.81,0.18,"Calcium-binding protein",DTO_05007616,168,140
6278,S100A7,0.55,0.77,0.45,"Calcium-binding protein",DTO_05007616,119,117
6279,S100A8,0.43,0.96,0.14,"Calcium-binding protein",DTO_05007616,369,509
6280,S100A9,0.43,0.89,0.48,"Calcium-binding protein",DTO_05007616,363,415
6281,S100A10,0.53,0.77,0.17,"Calcium-binding protein",DTO_05007616,150,124
6282,S100A11,0.56,0.73,0.01,"Calcium-binding protein",DTO_05007616,103,61
6283,S100A12,0.49,0.85,0.48,"Calcium-binding protein",DTO_05007616,221,264
6285,S100B,0.38,0.92,0.04,"Calcium-binding protein",DTO_05007616,599,865
6288,SAA1,0.51,0.81,0.01,Transporter,DTO_05007405,188,201
6289,SAA2,0.57,0.73,0.00,Transporter,DTO_05007405,103,107
6294,SAFB,0.59,0.65,1.00,NULL,NULL,76,65
6296,ACSM3,0.62,0.62,0.00,Enzyme,DTO_05007624,69,83
6298,SAI1,0.56,0.62,NULL,NULL,NULL,114,164
6299,SALL1,0.54,0.81,1.00,"Transcription factor",DTO_05007542,156,68
6301,SARS1,0.56,0.77,1.00,Enzyme,DTO_05007624,137,246
6302,TSPAN31,0.56,0.65,0.22,NULL,NULL,112,105
6303,SAT1,0.54,0.81,0.87,NULL,NULL,135,124
6304,SATB1,0.53,0.77,0.99,"Transcription factor",DTO_05007542,147,148
6310,ATXN1,0.53,0.77,0.97,NULL,NULL,218,351
6311,ATXN2,0.48,0.81,0.85,"Nucleic acid binding",DTO_05007557,341,409
6314,ATXN7,0.58,0.65,0.96,NULL,NULL,162,141
6315,ATXN8OS,0.65,0.42,NULL,NULL,NULL,91,59
6317,SERPINB3,0.57,0.62,0.00,"Enzyme modulator",DTO_05007584,101,87
6318,SERPINB4,0.62,0.42,0.00,"Enzyme modulator",DTO_05007584,64,54
6319,SCD,0.49,0.81,0.97,NULL,NULL,225,284
6323,SCN1A,0.48,0.81,1.00,"Ion channel",DTO_01300327,287,576
6324,SCN1B,0.58,0.54,0.10,"Ion channel",DTO_01300327,114,80
6326,SCN2A,0.52,0.73,1.00,"Ion channel",DTO_01300327,232,188
6329,SCN4A,0.55,0.73,0.01,"Ion channel",DTO_01300327,202,228
6331,SCN5A,0.51,0.65,0.91,"Ion channel",DTO_01300327,216,753
6332,SCN7A,0.59,0.69,0.00,"Ion channel",DTO_01300327,78,52
6334,SCN8A,0.51,0.73,1.00,"Ion channel",DTO_01300327,302,156
6335,SCN9A,0.54,0.62,0.00,"Ion channel",DTO_01300327,213,152
6336,SCN10A,0.57,0.69,0.00,"Ion channel",DTO_01300327,147,102
6337,SCNN1A,0.60,0.58,0.00,"Ion channel",DTO_01300327,98,56
6338,SCNN1B,0.63,0.58,0.00,"Ion channel",DTO_01300327,86,74
6343,SCT,0.48,0.85,0.00,NULL,NULL,230,273
6345,SRL,0.60,0.73,0.00,"Enzyme modulator",DTO_05007584,77,80
6346,CCL1,0.59,0.69,0.01,Signaling,DTO_05007599,79,59
6347,CCL2,0.32,0.96,0.61,Signaling,DTO_05007599,1157,2219
6348,CCL3,0.46,0.89,0.35,Signaling,DTO_05007599,282,266
6351,CCL4,0.47,0.92,0.24,Signaling,DTO_05007599,276,432
6352,CCL5,0.40,0.89,0.00,Signaling,DTO_05007599,514,786
6354,CCL7,0.55,0.85,0.00,Signaling,DTO_05007599,124,91
6355,CCL8,0.55,0.69,0.04,Signaling,DTO_05007599,115,76
6356,CCL11,0.47,0.89,0.01,Signaling,DTO_05007599,250,265
6361,CCL17,0.52,0.81,0.00,Signaling,DTO_05007599,162,186
6362,CCL18,0.49,0.85,0.01,Signaling,DTO_05007599,200,147
6363,CCL19,0.54,0.69,0.32,Signaling,DTO_05007599,126,103
6364,CCL20,0.47,0.85,0.00,Signaling,DTO_05007599,242,239
6366,CCL21,0.50,0.77,0.04,Signaling,DTO_05007599,186,197
6367,CCL22,0.50,0.85,0.01,Signaling,DTO_05007599,182,173
6369,CCL24,0.61,0.73,0.01,Signaling,DTO_05007599,67,53
6372,CXCL6,0.58,0.69,0.00,Signaling,DTO_05007599,90,54
6373,CXCL11,0.52,0.81,0.31,Signaling,DTO_05007599,164,146
6374,CXCL5,0.52,0.77,0.00,Signaling,DTO_05007599,160,155
6375,XCL1,0.60,0.69,0.00,Signaling,DTO_05007599,67,60
6376,CX3CL1,0.48,0.81,0.61,Signaling,DTO_05007599,243,236
6382,SDC1,0.45,0.77,0.01,"Extracellular structure",DTO_05007621,323,455
6383,SDC2,0.54,0.81,0.40,"Extracellular structure",DTO_05007621,120,104
6385,SDC4,0.60,0.62,0.00,"Extracellular structure",DTO_05007621,71,58
6387,CXCL12,0.38,0.85,0.12,NULL,NULL,626,1326
6389,SDHA,0.52,0.73,0.00,Enzyme,DTO_05007624,246,126
6390,SDHB,0.47,0.85,0.00,Enzyme,DTO_05007624,316,501
6391,SDHC,0.52,0.85,0.00,NULL,NULL,202,154
6392,SDHD,0.47,0.89,0.34,Transporter,DTO_05007405,348,360
6395,SEA,0.61,0.62,NULL,NULL,NULL,65,92
6401,SELE,0.45,0.81,0.00,NULL,NULL,327,432
6402,SELL,0.51,0.85,0.00,NULL,NULL,171,183
6403,SELP,0.46,0.77,0.00,NULL,NULL,293,367
6404,SELPLG,0.56,0.69,0.18,NULL,NULL,113,108
6405,SEMA3F,0.65,0.62,1.00,Signaling,DTO_05007599,55,59
6414,SELENOP,0.55,0.77,0.00,"Extracellular structure",DTO_05007621,138,111
6416,MAP2K4,0.56,0.69,1.00,Kinase,DTO_03300101,100,106
6418,SET,0.51,0.81,1.00,"Enzyme modulator",DTO_05007584,183,186
6421,SFPQ,0.59,0.65,1.00,"Nucleic acid binding",DTO_05007557,75,64
6422,SFRP1,0.48,0.85,0.96,NULL,NULL,227,271
6423,SFRP2,0.54,0.73,0.00,NULL,NULL,134,132
6424,SFRP4,0.52,0.65,0.00,NULL,NULL,155,118
6425,SFRP5,0.56,0.69,0.00,NULL,NULL,106,83
6426,SRSF1,0.56,0.69,0.98,"Nucleic acid binding",DTO_05007557,98,85
6427,SRSF2,0.56,0.73,0.48,"Nucleic acid binding",DTO_05007557,102,99
6428,SRSF3,0.62,0.62,0.96,"Nucleic acid binding",DTO_05007557,60,54
6439,SFTPB,0.58,0.65,0.00,NULL,NULL,108,155
6440,SFTPC,0.56,0.69,0.00,NULL,NULL,132,167
6441,SFTPD,0.50,0.85,0.00,Surfactant,DTO_05007697,194,234
6442,SGCA,0.59,0.65,0.00,"Calcium-binding protein",DTO_05007616,111,177
6443,SGCB,0.66,0.35,0.00,NULL,NULL,64,101
6444,SGCD,0.64,0.62,0.00,"Cellular structure",DTO_05007530,68,80
6445,SGCG,0.62,0.62,0.00,"Cellular structure",DTO_05007530,93,107
6446,SGK1,0.51,0.77,0.00,Kinase,DTO_03300101,188,163
6448,SGSH,0.64,0.69,0.00,Enzyme,DTO_05007624,80,116
6452,SH3BP2,0.62,0.65,0.00,NULL,NULL,65,51
6462,SHBG,0.44,0.81,0.00,NULL,NULL,368,727
6464,SHC1,0.60,0.54,0.00,Signaling,DTO_05007599,80,61
6469,SHH,0.46,0.85,0.98,NULL,NULL,303,317
6470,SHMT1,0.57,0.65,0.00,Enzyme,DTO_05007624,106,82
6473,SHOX,0.56,0.65,0.67,NULL,NULL,138,162
6476,SI,0.57,0.69,0.00,Enzyme,DTO_05007624,117,454
6480,ST6GAL1,0.57,0.73,0.23,NULL,NULL,101,94
6484,ST3GAL4,0.59,0.69,0.04,NULL,NULL,115,203
6490,PMEL,0.53,0.77,0.00,Signaling,DTO_05007599,138,225
6491,STIL,0.58,0.73,0.20,NULL,NULL,88,79
6493,SIM2,0.62,0.73,0.20,"Transcription factor",DTO_05007542,69,59
6495,SIX1,0.50,0.69,0.65,"Transcription factor",DTO_05007542,200,145
6496,SIX3,0.56,0.69,0.95,"Transcription factor",DTO_05007542,117,56
6497,SKI,0.50,0.81,1.00,NULL,NULL,255,75
6502,SKP2,0.49,0.81,0.96,NULL,NULL,204,330
6504,SLAMF1,0.61,0.62,0.01,NULL,NULL,70,90
6505,SLC1A1,0.56,0.65,0.00,Transporter,DTO_05007405,122,90
6506,SLC1A2,0.51,0.73,0.71,Transporter,DTO_05007405,208,207
6507,SLC1A3,0.57,0.58,0.99,Transporter,DTO_05007405,109,70
6510,SLC1A5,0.59,0.58,0.17,Transporter,DTO_05007405,81,82
6513,SLC2A1,0.39,0.81,0.99,Transporter,DTO_05007405,687,938
6514,SLC2A2,0.57,0.69,0.00,Transporter,DTO_05007405,123,161
6515,SLC2A3,0.53,0.77,0.01,Transporter,DTO_05007405,144,111
6517,SLC2A4,0.53,0.77,0.00,Transporter,DTO_05007405,158,296
6519,SLC3A1,0.59,0.73,0.00,Transporter,DTO_05007405,84,123
6520,SLC3A2,0.57,0.73,0.00,Transporter,DTO_05007405,108,80
6521,SLC4A1,0.52,0.73,0.85,Transporter,DTO_05007405,193,188
6523,SLC5A1,0.58,0.65,0.00,Transporter,DTO_05007405,94,103
6524,SLC5A2,0.50,0.77,0.00,Transporter,DTO_05007405,214,850
6528,SLC5A5,0.50,0.77,0.00,Transporter,DTO_05007405,195,384
6529,SLC6A1,0.59,0.54,1.00,Transporter,DTO_05007405,106,58
6530,SLC6A2,0.49,0.85,0.08,Transporter,DTO_05007405,238,355
6531,SLC6A3,0.45,0.89,1.00,Transporter,DTO_05007405,373,945
6532,SLC6A4,0.43,0.81,0.25,Transporter,DTO_05007405,440,1595
6535,SLC6A8,0.48,0.85,1.00,Transporter,DTO_05007405,274,295
6546,SLC8A1,0.54,0.77,1.00,Transporter,DTO_05007405,146,119
6548,SLC9A1,0.55,0.73,0.79,Transporter,DTO_05007405,144,147
6550,SLC9A3,0.61,0.62,0.98,Transporter,DTO_05007405,73,84
6554,SLC10A1,0.63,0.46,0.00,Transporter,DTO_05007405,54,107
6555,SLC10A2,0.62,0.54,0.00,Transporter,DTO_05007405,66,55
6556,SLC11A1,0.53,0.85,0.00,Transporter,DTO_05007405,141,195
6557,SLC12A1,0.63,0.54,0.00,Transporter,DTO_05007405,87,67
6558,SLC12A2,0.55,0.81,0.96,Transporter,DTO_05007405,128,105
6559,SLC12A3,0.49,0.81,0.00,Transporter,DTO_05007405,252,307
6566,SLC16A1,0.50,0.85,0.00,Transporter,DTO_05007405,195,199
6567,SLC16A2,0.59,0.58,0.99,Transporter,DTO_05007405,108,108
6569,SLC34A1,0.62,0.42,0.00,Transporter,DTO_05007405,73,54
6571,SLC18A2,0.55,0.77,0.08,Transporter,DTO_05007405,150,139
6573,SLC19A1,0.52,0.69,0.00,Transporter,DTO_05007405,155,160
6574,SLC20A1,0.58,0.58,0.07,Transporter,DTO_05007405,87,114
6575,SLC20A2,0.64,0.58,0.97,Transporter,DTO_05007405,104,64
6576,SLC25A1,0.55,0.73,0.06,Transporter,DTO_05007405,168,73
6578,SLCO2A1,0.58,0.65,0.00,Transporter,DTO_05007405,112,78
6580,SLC22A1,0.56,0.73,0.00,Transporter,DTO_05007405,119,142
6581,SLC22A3,0.53,0.85,0.00,Transporter,DTO_05007405,154,186
6582,SLC22A2,0.57,0.77,0.00,Transporter,DTO_05007405,98,102
6583,SLC22A4,0.60,0.77,0.00,Transporter,DTO_05007405,90,113
6584,SLC22A5,0.61,0.73,0.00,Transporter,DTO_05007405,103,174
6588,SLN,0.61,0.50,0.29,NULL,NULL,69,78
6590,SLPI,0.45,0.85,0.00,"Enzyme modulator",DTO_05007584,310,345
6591,SNAI2,0.51,0.69,0.80,NULL,NULL,189,242
6594,SMARCA1,0.50,0.81,1.00,Enzyme,DTO_05007624,183,284
6595,SMARCA2,0.53,0.77,1.00,"Epigenetic regulator",DTO_05007378,189,122
6597,SMARCA4,0.45,0.89,1.00,"Epigenetic regulator",DTO_05007378,347,342
6598,SMARCB1,0.43,0.85,1.00,"Nucleic acid binding",DTO_05007557,448,519
6606,SMN1,0.45,0.77,0.02,"Epigenetic regulator",DTO_05007378,317,1141
6607,SMN2,0.46,0.77,0.10,NULL,NULL,299,1033
6608,SMO,0.49,0.73,0.00,"G-protein coupled receptor",DTO_02300001,215,134
6609,SMPD1,0.50,0.89,0.00,Enzyme,DTO_05007624,247,310
6611,SMS,0.49,0.85,0.97,NULL,NULL,263,265
6614,SIGLEC1,0.60,0.65,0.00,NULL,NULL,75,51
6615,SNAI1,0.47,0.81,0.22,NULL,NULL,243,428
6616,SNAP25,0.49,0.81,0.99,Transporter,DTO_05007405,283,236
6620,SNCB,0.62,0.58,0.07,Transporter,DTO_05007405,60,147
6622,SNCA,0.43,0.89,0.88,Transporter,DTO_05007405,449,3338
6623,SNCG,0.55,0.62,0.00,Transporter,DTO_05007405,122,187
6624,FSCN1,0.50,0.73,0.87,"Cellular structure",DTO_05007530,175,216
6625,SNRNP70,0.60,0.69,1.00,"Nucleic acid binding",DTO_05007557,67,60
6638,SNRPN,0.54,0.73,0.04,"Nucleic acid binding",DTO_05007557,183,635
6646,SOAT1,0.42,0.85,0.00,Enzyme,DTO_05007624,389,679
6647,SOD1,0.38,0.96,0.18,Enzyme,DTO_05007624,689,2803
6648,SOD2,0.38,0.92,0.15,Enzyme,DTO_05007624,668,815
6649,SOD3,0.53,0.81,0.00,Enzyme,DTO_05007624,138,103
6652,SORD,0.55,0.77,0.00,Enzyme,DTO_05007624,113,170
6653,SORL1,0.58,0.69,0.00,Transporter,DTO_05007405,103,153
6654,SOS1,0.49,0.81,1.00,"Enzyme modulator",DTO_05007584,261,219
6657,SOX2,0.41,0.81,0.71,"Transcription factor",DTO_05007542,503,842
6658,SOX3,0.54,0.73,0.45,"Transcription factor",DTO_05007542,151,85
6659,SOX4,0.49,0.81,0.93,"Transcription factor",DTO_05007542,246,198
6660,SOX5,0.55,0.77,1.00,NULL,NULL,150,75
6662,SOX9,0.42,0.85,1.00,NULL,NULL,466,497
6663,SOX10,0.46,0.81,0.99,NULL,NULL,334,233
6664,SOX11,0.49,0.81,0.86,"Transcription factor",DTO_05007542,246,127
6667,SP1,0.49,0.77,1.00,"Nucleic acid binding",DTO_05007557,209,288
6678,SPARC,0.45,0.85,0.89,Signaling,DTO_05007599,344,425
6683,SPAST,0.58,0.58,1.00,"Cellular structure",DTO_05007530,138,231
6687,SPG7,0.44,0.89,0.00,Enzyme,DTO_05007624,419,561
6688,SPI1,0.63,0.65,0.98,"Transcription factor",DTO_05007542,58,107
6690,SPINK1,0.49,0.81,0.31,NULL,NULL,216,317
6692,SPINT1,0.57,0.58,0.00,NULL,NULL,96,74
6693,SPN,0.56,0.69,0.01,NULL,NULL,101,86
6696,SPP1,0.35,0.89,0.00,NULL,NULL,824,1279
6697,SPR,0.63,0.65,0.04,NULL,NULL,90,51
6708,SPTA1,0.64,0.54,0.00,NULL,NULL,76,58
6711,SPTBN1,0.62,0.54,1.00,NULL,NULL,76,65
6714,SRC,0.47,0.89,1.00,Kinase,DTO_03300101,265,405
6715,SRD5A1,0.63,0.54,0.00,Enzyme,DTO_05007624,48,53
6716,SRD5A2,0.56,0.62,NULL,Enzyme,DTO_05007624,106,226
6717,SRI,0.59,0.77,0.00,NULL,NULL,80,74
6720,SREBF1,0.52,0.81,0.01,NULL,NULL,159,218
6721,SREBF2,0.57,0.58,0.21,NULL,NULL,112,133
6722,SRF,0.53,0.81,0.98,"Transcription factor",DTO_05007542,147,145
6736,SRY,0.46,0.81,NULL,"Transcription factor",DTO_05007542,315,413
6737,TRIM21,0.49,0.81,0.00,NULL,NULL,229,354
6738,RO60,0.61,0.69,0.58,"Nucleic acid binding",DTO_05007557,61,87
6741,SSB,0.61,0.69,0.09,"Nucleic acid binding",DTO_05007557,60,103
6749,SSRP1,0.58,0.73,1.00,NULL,NULL,86,75
6750,SST,0.40,0.89,0.34,Signaling,DTO_05007599,535,1173
6751,SSTR1,0.61,0.62,0.75,"G-protein coupled receptor",DTO_02300001,71,62
6752,SSTR2,0.54,0.73,0.44,"G-protein coupled receptor",DTO_02300001,149,202
6754,SSTR4,0.47,0.85,0.00,"G-protein coupled receptor",DTO_02300001,273,438
6755,SSTR5,0.59,0.62,0.00,"G-protein coupled receptor",DTO_02300001,75,86
6756,SSX1,0.67,0.31,0.00,"Nucleic acid binding",DTO_05007557,39,87
6757,SSX2,0.58,0.62,NULL,"Nucleic acid binding",DTO_05007557,87,205
6760,SS18,0.64,0.46,0.75,"Nucleic acid binding",DTO_05007557,57,208
6761,ST2,0.58,0.69,NULL,NULL,NULL,96,91
6767,ST13,0.58,0.69,0.66,NULL,NULL,81,77
6768,ST14,0.51,0.77,0.56,Enzyme,DTO_05007624,170,169
6770,STAR,0.51,0.81,0.00,NULL,NULL,177,210
6772,STAT1,0.40,0.89,1.00,"Nucleic acid binding",DTO_05007557,531,746
6773,STAT2,0.57,0.62,0.93,"Nucleic acid binding",DTO_05007557,92,84
6774,STAT3,0.32,0.92,1.00,"Nucleic acid binding",DTO_05007557,1193,4079
6775,STAT4,0.47,0.77,0.77,"Nucleic acid binding",DTO_05007557,316,333
6776,STAT5A,0.45,0.81,1.00,"Nucleic acid binding",DTO_05007557,318,509
6777,STAT5B,0.44,0.81,1.00,"Nucleic acid binding",DTO_05007557,357,525
6778,STAT6,0.48,0.81,0.99,"Nucleic acid binding",DTO_05007557,281,346
6779,STATH,0.61,0.77,0.00,NULL,NULL,57,51
6781,STC1,0.53,0.73,0.20,Signaling,DTO_05007599,137,86
6783,SULT1E1,0.51,0.81,0.00,NULL,NULL,171,175
6785,ELOVL4,0.60,0.58,0.83,Enzyme,DTO_05007624,111,55
6786,STIM1,0.50,0.81,0.78,NULL,NULL,247,161
6790,AURKA,0.48,0.73,0.87,Kinase,DTO_03300101,245,394
6792,CDKL5,0.52,0.69,1.00,Kinase,DTO_03300101,224,243
6794,STK11,0.44,0.81,0.99,Kinase,DTO_03300101,372,733
6804,STX1A,0.62,0.65,0.98,Transporter,DTO_05007405,74,84
6812,STXBP1,0.53,0.69,1.00,Transporter,DTO_05007405,213,109
6814,STXBP3,0.61,0.77,0.00,Transporter,DTO_05007405,69,61
6817,SULT1A1,0.55,0.77,0.00,NULL,NULL,122,151
6822,SULT2A1,0.55,0.77,0.00,NULL,NULL,126,138
6833,ABCC8,0.47,0.85,0.00,Transporter,DTO_05007405,317,454
6834,SURF1,0.58,0.65,0.00,Enzyme,DTO_05007624,150,92
6839,SUV39H1,0.60,0.58,0.99,NULL,NULL,77,53
6850,SYK,0.48,0.81,1.00,Kinase,DTO_03300101,229,243
6853,SYN1,0.60,0.46,0.99,"Cellular structure",DTO_05007530,80,56
6855,SYP,0.48,0.81,0.92,Transporter,DTO_05007405,243,283
6857,SYT1,0.41,0.85,0.60,Transporter,DTO_05007405,460,707
6863,TAC1,0.42,0.92,0.75,NULL,NULL,478,664
6868,ADAM17,0.45,0.81,1.00,NULL,NULL,316,410
6869,TACR1,0.50,0.89,0.00,"G-protein coupled receptor",DTO_02300001,217,191
6870,TACR3,0.55,0.77,0.00,"G-protein coupled receptor",DTO_02300001,147,65
6872,TAF1,0.58,0.81,1.00,Kinase,DTO_03300101,139,63
6876,TAGLN,0.54,0.69,0.09,"Cellular structure",DTO_05007530,131,116
6885,MAP3K7,0.48,0.81,1.00,Kinase,DTO_03300101,273,178
6886,TAL1,0.51,0.73,0.57,"Transcription factor",DTO_05007542,202,379
6890,TAP1,0.50,0.81,0.00,Transporter,DTO_05007405,181,208
6891,TAP2,0.52,0.81,0.00,Transporter,DTO_05007405,155,174
6892,TAPBP,0.58,0.77,0.00,Receptor,DTO_05007575,86,51
6898,TAT,0.49,0.85,0.01,NULL,NULL,230,297
6899,TBX1,0.43,0.81,0.84,"Transcription factor",DTO_05007542,417,339
6900,CNTN2,0.58,0.69,0.00,Receptor,DTO_05007575,99,147
6901,TAZ,0.48,0.81,0.73,Enzyme,DTO_05007624,252,365
6908,TBP,0.55,0.85,0.02,"Transcription factor",DTO_05007542,158,148
6909,TBX2,0.54,0.77,0.99,"Transcription factor",DTO_05007542,152,68
6910,TBX5,0.53,0.77,1.00,"Transcription factor",DTO_05007542,170,260
6915,TBXA2R,0.60,0.65,0.00,"G-protein coupled receptor",DTO_02300001,83,67
6925,TCF4,0.46,0.85,1.00,"Transcription factor",DTO_05007542,378,387
6926,TBX3,0.53,0.77,0.99,"Transcription factor",DTO_05007542,179,100
6927,HNF1A,0.48,0.85,0.96,"Nucleic acid binding",DTO_05007557,292,599
6928,HNF1B,0.47,0.81,1.00,"Nucleic acid binding",DTO_05007557,279,336
6929,TCF3,0.48,0.85,0.03,"Transcription factor",DTO_05007542,244,246
6932,TCF7,0.56,0.65,0.01,NULL,NULL,108,116
6934,TCF7L2,0.49,0.85,1.00,NULL,NULL,257,698
6935,ZEB1,0.44,0.81,0.97,"Transcription factor",DTO_05007542,310,706
6938,TCF12,0.57,0.65,0.68,"Transcription factor",DTO_05007542,102,57
6943,TCF21,0.54,0.69,0.83,NULL,NULL,143,153
6948,TCN2,0.58,0.62,0.00,NULL,NULL,104,75
6949,TCOF1,0.55,0.81,0.95,NULL,NULL,138,93
6957,TRB,0.64,0.54,NULL,NULL,NULL,49,57
6962,TRBV20OR9-2,0.40,0.92,NULL,NULL,NULL,456,1113
6965,TRG,0.63,0.54,NULL,NULL,NULL,54,66
6992,PPP1R11,0.60,0.73,0.36,"Enzyme modulator",DTO_05007584,66,56
6999,TDO2,0.60,0.65,0.00,Enzyme,DTO_05007624,89,77
7001,PRDX2,0.47,0.89,0.09,Enzyme,DTO_05007624,243,260
7003,TEAD1,0.56,0.73,1.00,"Transcription factor",DTO_05007542,116,102
7010,TEK,0.46,0.69,1.00,Kinase,DTO_03300101,300,342
7011,TEP1,0.62,0.65,0.00,NULL,NULL,54,61
7012,TERC,0.47,0.85,NULL,NULL,NULL,296,269
7013,TERF1,0.56,0.69,0.91,NULL,NULL,102,87
7014,TERF2,0.54,0.73,0.99,NULL,NULL,125,101
7015,TERT,0.37,0.85,0.99,Enzyme,DTO_05007624,703,1371
7018,TF,0.53,0.85,0.00,Enzyme,DTO_05007624,168,133
7019,TFAM,0.53,0.73,0.17,NULL,NULL,147,130
7020,TFAP2A,0.49,0.77,0.99,"Transcription factor",DTO_05007542,250,154
7021,TFAP2B,0.57,0.77,0.99,"Transcription factor",DTO_05007542,128,72
7022,TFAP2C,0.63,0.54,0.92,"Transcription factor",DTO_05007542,51,51
